phrase,cluster,intent,seed,group,observedDate,geo,lang,volume,difficulty,cpc,timesObserved,collidesWithExisting,existingOwnerSlug,nearCollision,nearCollisionOwnerSlug
castle defense online guide,A,app-discovery,tower defense strategy,portfolio-action-arcade,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
castle defense strategy game,A,app-discovery,tower defense strategy,portfolio-action-arcade,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
codes for basketball career sim,A,app-discovery,basketball career sim,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
college basketball career sim,A,app-discovery,basketball career sim,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
different golf games to play,A,app-discovery,golf career mode game,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
does offline games no wifi games have ads,A,app-discovery,offline games no wifi,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
exciting mobile games,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
football manager game offline,A,app-discovery,soccer manager game offline,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
football manager game offline apk,A,app-discovery,soccer manager game offline,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
football manager game offline download,A,app-discovery,soccer manager game offline,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
football manager games offline 2024,A,app-discovery,soccer manager game offline,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
football manager games offline 2025,A,app-discovery,soccer manager game offline,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
football manager games offline for android,A,app-discovery,soccer manager game offline,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
football manager games offline free,A,app-discovery,soccer manager game offline,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
free games with no ads android,A,app-discovery,games with no ads android,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
free offline games no wifi games downloadable content,A,app-discovery,offline games no wifi,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
free offline games no wifi needed,A,app-discovery,offline games no wifi,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
fun games with no ads android,A,app-discovery,games with no ads android,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
fun offline games no wifi download,A,app-discovery,offline games no wifi,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
fun offline games no wifi or internet needed,A,app-discovery,offline games no wifi,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
games with no ads android,A,app-discovery,games with no ads android,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
golf career mode game,A,app-discovery,golf career mode game,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
golf game with offline career mode,A,app-discovery,golf career mode game,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
google play offline games - no wifi games,A,app-discovery,offline games no wifi,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
hockey coach simulator,A,app-discovery,hockey gm simulator,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
hockey gm simulator,A,app-discovery,hockey gm simulator,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how do free apps make money,A,app-discovery,how do free apps make money,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how do free apps make money like whatsapp,A,app-discovery,how do free apps make money,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how do free apps make money on app store,A,app-discovery,how do free apps make money,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how do free apps make money on google play,A,app-discovery,how do free apps make money,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how do free apps make money with ads,A,app-discovery,how do free apps make money,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how do free apps make money without ads,A,app-discovery,how do free apps make money,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how do free apps make money without ads or in app purchases,A,app-discovery,how do free apps make money,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how do free apps make money without in app purchases,A,app-discovery,how do free apps make money,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how do slot machines work online,A,app-discovery,how do slot machines work,portfolio-casino-puzzle,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how does poker game work,A,app-discovery,how do slot machines work,portfolio-casino-puzzle,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to boost mobile game performance,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to develop mobile games,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to get better at mobile fps games,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to get better at mobile games,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to get better at mobile shooting games,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to improve fps in mobile games,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to improve mobile game performance,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to improve ping in mobile games,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to learn cantonese app,A,app-discovery,how to learn cantonese,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to learn cantonese online,A,app-discovery,how to learn cantonese,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to learn cantonese online for free,A,app-discovery,how to learn cantonese,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to play 4k video on vlc android,A,app-discovery,best android video player,portfolio-video-utility,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to play mkv files on android,A,app-discovery,how to play mkv on android,portfolio-video-utility,2026-09-21,US,en,unknown,unknown,unknown,1,true,how-to-play-mkv-files-on-android,false,
how to play mkv files on vlc android,A,app-discovery,how to play mkv on android,portfolio-video-utility,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to play mkv on android tv,A,app-discovery,how to play mkv on android,portfolio-video-utility,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to run mkv file on android,A,app-discovery,how to play mkv on android,portfolio-video-utility,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to track macros without an app,A,app-discovery,how to track macros,portfolio-health,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to value baseball cards app,A,app-discovery,how to value trading cards,portfolio-video-utility,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
how to/get better at mobile/rhythm games,A,app-discovery,how to improve at mobile games,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
idle games with no ads android,A,app-discovery,games with no ads android,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
is there a marvel fighting game,A,app-discovery,mma fight simulator game,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
is tower defense a strategy game,A,app-discovery,tower defense strategy,portfolio-action-arcade,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
is ufc a fighting game,A,app-discovery,mma fight simulator game,portfolio-sports-gm,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
kids games with no ads android,A,app-discovery,games with no ads android,portfolio-android-general,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
language app to learn khmer,A,app-discovery,learn khmer language,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
language learning app streak,A,app-discovery,language learning streak,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
language learning apps without streaks,A,app-discovery,language learning streak,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn cambodian language online free,A,app-discovery,learn khmer language,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn italian best free app,A,app-discovery,learn italian free app,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn italian for travel free app,A,app-discovery,learn italian free app,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn italian free app,A,app-discovery,learn italian free app,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn italian free app download,A,app-discovery,learn italian free app,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn italian online free app,A,app-discovery,learn italian free app,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn italian words free app,A,app-discovery,learn italian free app,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn khmer language online,A,app-discovery,learn khmer language,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn khmer language online free,A,app-discovery,learn khmer language,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn lao language app,A,app-discovery,learn lao language,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
learn laos language online free,A,app-discovery,learn lao language,portfolio-language,2026-09-21,US,en,unknown,unknown,unknown,1,false,,false,
